Task_ID,Task_Description,Created_Date,Deadline,Est. Hours,Category,Priority,Class,Assigned_To
4647,Road young artist sound.,2025-03-11,2025-03-15,7.5,Improvement,Low,Admin,U05
4648,Happen last sort possible network sign prepare of.,2025-03-13,2025-03-21,9.14,Improvement,Medium,Admin,U04
4649,Thus lay happy.,2025-01-02,2025-01-04,8.41,Feature,High,Research,U08
4650,Exist art as economic.,2025-04-05,2025-04-13,6.95,Feature,Medium,Admin,U06
4651,Body exactly make cause happen position hand.,2025-04-03,2025-04-05,9.76,Improvement,High,Support,U01
4652,Value carry bank.,2025-02-23,2025-03-02,5.16,Improvement,High,Admin,U03
4653,Brother away happen visit out nearly.,2025-06-05,2025-06-09,7.67,Feature,Medium,Research,U05
4654,Break board decide top against.,2025-01-31,2025-02-09,9.47,Feature,Medium,Research,U04
4655,Writer create discussion process begin.,2025-04-09,2025-04-16,1.72,Improvement,Low,Technical,U08
4656,All this me believe.,2025-04-08,2025-04-18,1.85,Feature,High,Research,U01
4657,Already guess medical control speak responsibility.,2025-03-10,2025-03-18,2.12,Bug,High,Support,U05
4658,Wall tell hot mouth in.,2025-02-12,2025-02-14,5.07,Feature,Low,Research,U02
4659,Social take look early see scientist.,2025-06-08,2025-06-15,8.01,Bug,Medium,Admin,U08
4660,Increase determine behind door.,2025-02-08,2025-02-14,3.87,Bug,Low,Support,U03
4661,Blood choose do hand.,2025-03-25,2025-03-30,5.33,Feature,High,Research,U07
4662,Most single race anyone.,2025-05-06,2025-05-15,3.95,Improvement,High,Research,U06
4663,Very low field direction since data agency account.,2025-01-18,2025-01-26,6.73,Improvement,High,Research,U04
4664,Suddenly season laugh individual question together natural thus.,2025-04-17,2025-04-23,6.49,Feature,Medium,Admin,U08
4665,Including pattern then here final human.,2025-01-27,2025-01-28,9.28,Bug,High,Admin,U09
4666,Right leg become car somebody help discuss.,2025-04-04,2025-04-11,2.28,Feature,Medium,Technical,U05
4667,Approach wish prevent candidate until provide.,2025-03-03,2025-03-04,7.66,Bug,Low,Research,U07
4668,Learn into Congress billion grow among morning.,2025-03-02,2025-03-10,2.76,Bug,Medium,Support,U02
4669,Almost range plan wear these provide table.,2025-04-23,2025-05-01,3.62,Bug,Low,Support,U03
4670,Point purpose low sister.,2025-04-07,2025-04-11,4.99,Feature,High,Support,U03
4671,Phone thank floor.,2025-05-04,2025-05-10,1.42,Feature,Medium,Research,U04
4672,Radio think seek.,2025-03-10,2025-03-12,7.14,Bug,High,Support,U09
4673,Stock character article moment able.,2025-02-26,2025-03-01,6.17,Bug,Medium,Research,U01
4674,Anyone who note door along world.,2025-01-23,2025-01-29,5.04,Bug,Medium,Research,U05
4675,Challenge road factor care ten.,2025-01-19,2025-01-25,4.3,Improvement,Medium,Research,U09
4676,Billion age cause.,2025-01-24,2025-02-03,6.29,Feature,Low,Support,U03
4677,Cover cultural summer level federal guess.,2025-05-31,2025-06-06,7.38,Improvement,High,Technical,U08
4678,Even own benefit hold as.,2025-01-08,2025-01-18,7.35,Improvement,Low,Research,U07
4679,Police still million attention.,2025-05-10,2025-05-17,3.54,Bug,High,Support,U02
4680,Individual ask nature open cold top.,2025-01-31,2025-02-10,8.78,Feature,Low,Technical,U10
4681,Off choice modern peace.,2025-02-23,2025-03-02,9.09,Improvement,Medium,Admin,U09
4682,Career politics enjoy gun.,2025-03-29,2025-04-03,1.18,Bug,Medium,Technical,U02
4683,Human marriage right dog food scientist.,2025-05-17,2025-05-18,1.9,Feature,Medium,Support,U03
4684,Best down break issue ahead assume.,2025-05-02,2025-05-06,9.01,Feature,Low,Support,U10
4685,Man let hit between only daughter seem threat.,2025-05-19,2025-05-25,7.23,Feature,Low,Admin,U07
4686,Individual oil again take water modern which.,2025-04-07,2025-04-15,8.38,Bug,High,Technical,U01
4687,Science behavior pretty over.,2025-02-08,2025-02-13,4.25,Bug,Low,Technical,U08
4688,List drop dream this fast north.,2025-03-04,2025-03-07,9.49,Improvement,Medium,Support,U07
4689,Consumer happy bit story choice.,2025-06-03,2025-06-08,3.33,Feature,Medium,Support,U03
4690,Just this well war thing true.,2025-04-30,2025-05-05,4.44,Bug,High,Technical,U05
4691,Pretty success director must serious recently education.,2025-06-14,2025-06-23,8.66,Bug,Low,Research,U08
4692,Attention kid would join.,2025-04-24,2025-05-02,1.87,Feature,Low,Research,U04
4693,Member member face Congress opportunity soon.,2025-03-15,2025-03-16,5.43,Bug,High,Research,U10
4694,Around decision rest area drive relationship international.,2025-04-20,2025-04-30,8.26,Feature,Low,Support,U10
4695,Spend production spring ahead.,2025-04-20,2025-04-22,5.45,Improvement,Medium,Support,U01
4696,Lose beautiful whom painting magazine to audience.,2025-06-12,2025-06-14,1.75,Improvement,Low,Support,U06
4697,Blood focus peace executive poor.,2025-01-27,2025-02-03,7.91,Bug,Low,Technical,U07
4698,Grow down foot natural hear for light.,2025-04-18,2025-04-28,9.0,Bug,Low,Research,U10
4699,Position effort five game want both central.,2025-03-11,2025-03-20,4.02,Bug,Low,Support,U09
4700,Statement scientist crime room.,2025-05-01,2025-05-07,1.4,Bug,Low,Technical,U10
4701,Nearly poor west any movement peace thank.,2025-03-19,2025-03-28,8.99,Bug,High,Support,U07
4702,Event throw material decide although network.,2025-05-03,2025-05-11,3.02,Improvement,Medium,Support,U02
4703,Itself fall executive health gun wonder movie.,2025-01-11,2025-01-20,6.64,Improvement,Medium,Support,U10
4704,Hear conference name impact.,2025-05-14,2025-05-18,6.08,Bug,High,Admin,U05
4705,Five add line try chance.,2025-03-08,2025-03-13,6.09,Improvement,Medium,Research,U06
4706,Should threat employee something cell beyond.,2025-01-23,2025-01-26,9.5,Feature,High,Research,U01
4707,Win huge partner term machine require country.,2025-04-16,2025-04-23,3.06,Feature,High,Technical,U02
4708,Little stand thing listen scene case rock.,2025-02-12,2025-02-20,8.57,Improvement,Low,Admin,U03
4709,Boy because building hear case accept teacher.,2025-05-08,2025-05-09,1.27,Improvement,Medium,Technical,U04
4710,Year management decide history eight science.,2025-02-02,2025-02-06,8.76,Bug,Low,Support,U05
4711,Movement upon thing on for behind practice across.,2025-04-17,2025-04-20,1.27,Improvement,High,Support,U05
4712,Couple focus environmental.,2025-03-22,2025-03-28,3.84,Bug,High,Research,U03
4713,Believe behavior the each upon out measure phone.,2025-05-23,2025-05-26,9.57,Feature,High,Admin,U07
4714,Character surface today later unit doctor.,2025-03-31,2025-04-08,9.43,Feature,High,Technical,U07
4715,Ask realize street glass listen oil.,2025-06-05,2025-06-07,4.39,Bug,Low,Technical,U01
4716,Image yet determine major degree.,2025-06-04,2025-06-06,7.54,Improvement,Low,Admin,U08
4717,Wide economy condition tell those Congress later.,2025-05-07,2025-05-17,5.9,Improvement,Medium,Research,U03
4718,This event dinner upon development.,2025-02-19,2025-02-28,5.51,Feature,High,Support,U06
4719,Identify someone life story whether.,2025-04-17,2025-04-27,5.54,Improvement,High,Research,U01
4720,Cultural moment necessary either not four.,2025-02-08,2025-02-09,7.02,Feature,Medium,Technical,U10
4721,Identify may their yourself treatment street prepare live.,2025-02-07,2025-02-14,5.09,Bug,Medium,Admin,U07
4722,Guess happy though professor particularly this.,2025-05-02,2025-05-07,2.37,Feature,Low,Technical,U05
4723,Federal ability cell system away them kid.,2025-04-30,2025-05-04,7.43,Bug,Low,Technical,U03
4724,Ability factor point professional audience or central.,2025-03-09,2025-03-11,7.47,Feature,Low,Technical,U07
4725,Toward feel listen education lead language happy.,2025-01-08,2025-01-12,6.41,Bug,Low,Technical,U07
4726,Evidence give statement.,2025-03-24,2025-03-30,5.61,Bug,High,Technical,U04
4727,Knowledge not second defense.,2025-01-02,2025-01-12,3.45,Improvement,High,Research,U05
4728,Remain loss war floor.,2025-03-05,2025-03-11,5.1,Feature,Low,Support,U02
4729,Number man star same.,2025-02-16,2025-02-18,5.91,Improvement,Low,Research,U03
4730,School long paper according discuss entire.,2025-01-12,2025-01-15,6.88,Feature,Medium,Support,U06
4731,Company eight oil clearly off.,2025-05-04,2025-05-09,9.47,Bug,Low,Admin,U01
4732,Hundred mission teach.,2025-05-25,2025-05-30,4.45,Feature,High,Technical,U06
4733,Security real talk often leg.,2025-03-22,2025-04-01,6.28,Bug,Low,Support,U02
4734,Development concern north however design game edge.,2025-03-06,2025-03-11,3.55,Improvement,High,Support,U08
4735,Democrat sign media edge fact clearly.,2025-05-21,2025-05-22,2.86,Feature,Low,Support,U01
4736,Low coach someone cell.,2025-06-09,2025-06-14,2.06,Improvement,High,Support,U10
4737,Visit behind save cultural something financial candidate.,2025-06-15,2025-06-21,8.86,Improvement,Low,Support,U09
4738,Art door it near.,2025-01-24,2025-01-29,6.0,Bug,Medium,Technical,U08
4739,Old reality total big water hundred.,2025-04-01,2025-04-09,4.65,Improvement,High,Support,U08
4740,Long work lot himself probably with dog.,2025-04-03,2025-04-04,8.08,Feature,Medium,Research,U05
4741,Resource manage south century ten candidate.,2025-06-18,2025-06-23,2.82,Bug,High,Research,U05
4742,Level once assume whether carry.,2025-01-03,2025-01-13,8.91,Bug,Low,Support,U08
4743,American develop race case since author only.,2025-01-01,2025-01-11,3.53,Improvement,High,Support,U09
4744,Production exist follow building clearly at everybody.,2025-03-17,2025-03-23,2.2,Feature,Low,Support,U10
4745,Difficult until call toward force.,2025-04-19,2025-04-25,3.41,Improvement,Low,Technical,U05
4746,Relate another interest arrive toward military.,2025-02-16,2025-02-21,5.13,Feature,Medium,Research,U08
4747,Traditional rather eight eat write.,2025-06-15,2025-06-20,5.04,Improvement,Low,Technical,U08
4748,Choose traditional account trip.,2025-06-03,2025-06-06,2.52,Feature,Low,Admin,U02
4749,Friend image make stop hundred.,2025-03-10,2025-03-20,5.87,Improvement,Medium,Technical,U07
4750,Thousand knowledge production task beautiful.,2025-04-22,2025-04-26,6.07,Improvement,High,Admin,U05
4751,Truth laugh yet truth teacher bag.,2025-01-17,2025-01-23,2.8,Bug,Medium,Admin,U03
4752,Trip customer return far some degree stuff.,2025-01-15,2025-01-17,8.47,Improvement,Medium,Technical,U08
4753,Claim toward blue black.,2025-02-12,2025-02-22,9.03,Bug,Low,Admin,U07
4754,Travel fire east whole.,2025-02-22,2025-03-03,3.02,Feature,High,Support,U09
4755,International accept form skill this.,2025-03-14,2025-03-24,7.58,Feature,High,Technical,U10
4756,Although fight anyone clear.,2025-02-22,2025-03-04,3.06,Feature,High,Technical,U08
4757,Look public today four in.,2025-05-06,2025-05-08,4.01,Bug,Low,Admin,U06
4758,Natural stop floor next theory.,2025-04-19,2025-04-22,5.65,Improvement,Low,Research,U07
4759,Sit without always.,2025-03-03,2025-03-13,3.43,Feature,High,Research,U08
4760,Clearly all society way wife computer.,2025-05-01,2025-05-07,6.84,Feature,Low,Research,U03
4761,Score show method draw business.,2025-04-15,2025-04-22,3.92,Improvement,Medium,Support,U05
4762,Defense several really candidate family.,2025-01-25,2025-01-26,1.69,Feature,High,Research,U01
4763,Rule board why born management always red.,2025-02-13,2025-02-23,8.8,Feature,High,Admin,U06
4764,Despite bring they something maybe thousand.,2025-03-18,2025-03-23,7.56,Improvement,High,Research,U06
4765,Minute good key majority statement statement let big.,2025-01-07,2025-01-17,7.44,Improvement,Low,Research,U07
4766,Peace score record walk cost wind respond.,2025-03-28,2025-03-30,2.96,Feature,Medium,Research,U03
4767,Hand deal easy.,2025-02-23,2025-02-27,6.7,Feature,Low,Research,U07
4768,One because study help performance call somebody.,2025-04-03,2025-04-10,3.45,Feature,Medium,Admin,U06
4769,Mission institution allow.,2025-06-07,2025-06-17,8.13,Improvement,Medium,Technical,U03
4770,Only film discuss concern child responsibility among.,2025-03-19,2025-03-22,8.75,Bug,Low,Research,U08
4771,Mean choice energy dog often attorney.,2025-05-04,2025-05-13,8.79,Bug,Low,Technical,U02
4772,Yeah of these trade newspaper arm.,2025-01-04,2025-01-05,4.22,Improvement,Low,Support,U05
4773,Company wind picture hotel bar doctor daughter.,2025-05-27,2025-06-02,8.57,Feature,High,Support,U01
4774,Increase mother suffer interest couple.,2025-01-13,2025-01-16,2.76,Bug,Medium,Admin,U04
4775,Health attorney already air major must current.,2025-05-19,2025-05-24,8.24,Improvement,Low,Support,U05
4776,Situation number score opportunity.,2025-03-23,2025-03-31,2.67,Bug,Medium,Admin,U10
4777,Catch believe officer eight.,2025-02-14,2025-02-18,3.55,Feature,High,Technical,U04
4778,Seven ahead north matter.,2025-01-01,2025-01-05,8.69,Feature,Medium,Support,U05
4779,President result power effect sure whose.,2025-05-19,2025-05-24,4.63,Feature,High,Research,U06
4780,Audience run need.,2025-06-03,2025-06-05,8.7,Feature,Medium,Technical,U09
4781,Son least save certain power happy.,2025-03-11,2025-03-13,2.52,Bug,Low,Admin,U04
4782,Thing another low general.,2025-05-01,2025-05-09,3.31,Bug,High,Technical,U10
4783,Before recently say person worry long.,2025-04-04,2025-04-06,7.13,Feature,High,Support,U06
4784,Stock red option top part.,2025-03-22,2025-04-01,9.63,Bug,Medium,Research,U08
4785,Stuff serve seek long.,2025-06-16,2025-06-17,1.39,Improvement,Low,Support,U04
4786,Owner against affect land address several stuff.,2025-01-12,2025-01-21,4.08,Feature,Medium,Support,U07
4787,Him kind into world.,2025-01-02,2025-01-04,5.9,Bug,Medium,Research,U07
4788,Structure meeting front analysis.,2025-03-23,2025-04-01,4.1,Improvement,High,Research,U08
4789,Effort conference rate relationship them financial kind.,2025-02-07,2025-02-10,1.84,Bug,Low,Admin,U01
4790,Decade mission always because range.,2025-05-22,2025-06-01,1.62,Bug,High,Support,U06
4791,Beautiful charge side no address.,2025-03-26,2025-03-30,1.4,Bug,Medium,Research,U05
4792,Long paper attorney whose.,2025-03-23,2025-03-28,9.22,Feature,Low,Research,U04
4793,Blood possible sister media.,2025-02-14,2025-02-16,1.16,Improvement,Medium,Admin,U10
4794,Open enter increase land ready Republican doctor.,2025-06-03,2025-06-08,8.52,Improvement,Medium,Technical,U10
4795,Stock state represent by identify.,2025-04-08,2025-04-09,9.45,Improvement,High,Research,U06
4796,Per collection fire director subject get.,2025-01-20,2025-01-30,5.67,Bug,Medium,Support,U04
4797,Politics people treatment say.,2025-04-11,2025-04-16,3.07,Bug,High,Support,U07
4798,As live interesting go spend image see.,2025-03-29,2025-03-30,6.83,Bug,Medium,Admin,U02
4799,Notice performance item sell wind join rest.,2025-06-18,2025-06-21,2.99,Feature,Medium,Admin,U10
4800,About trial already evening five teacher.,2025-03-27,2025-04-05,3.37,Feature,Medium,Support,U03
4801,Customer case bring move.,2025-04-08,2025-04-18,2.19,Improvement,Low,Admin,U01
4802,Hard low range realize seat.,2025-02-14,2025-02-19,3.98,Improvement,Medium,Research,U09
4803,Such like line media knowledge beautiful.,2025-03-26,2025-03-29,9.91,Feature,High,Research,U04
4804,Apply report break little probably.,2025-05-18,2025-05-20,4.96,Improvement,High,Admin,U01
4805,Bar which listen rich.,2025-01-20,2025-01-30,3.08,Improvement,Low,Research,U06
4806,Perform budget design PM.,2025-03-14,2025-03-21,2.29,Feature,High,Support,U03
4807,Later foreign well guess usually agree.,2025-02-23,2025-03-04,3.67,Bug,Low,Admin,U01
4808,Role American whom attention short week experience senior.,2025-05-22,2025-05-25,8.94,Improvement,High,Support,U02
4809,Letter understand certainly.,2025-01-07,2025-01-08,9.71,Improvement,Low,Support,U06
4810,Know knowledge page south.,2025-04-27,2025-05-04,9.44,Bug,Medium,Technical,U02
4811,Represent manager outside learn imagine lawyer.,2025-02-11,2025-02-13,2.76,Improvement,High,Support,U07
4812,Size building notice lay also.,2025-05-23,2025-05-31,2.05,Bug,High,Support,U02
4813,Part college today fund budget agency without.,2025-05-07,2025-05-10,6.15,Improvement,Medium,Support,U01
4814,Kind week let huge break nearly create.,2025-03-18,2025-03-28,9.67,Bug,Low,Support,U04
4815,Whole believe end kitchen study.,2025-01-16,2025-01-20,5.52,Improvement,Medium,Support,U09
4816,Morning than sit compare those.,2025-03-02,2025-03-10,1.95,Improvement,High,Support,U10
4817,Nature process major lawyer far.,2025-03-12,2025-03-17,8.77,Bug,Medium,Research,U01
4818,Tend million affect agent cell.,2025-01-29,2025-02-01,1.18,Improvement,Low,Technical,U01
4819,Common different bill world yourself floor remember.,2025-05-04,2025-05-07,3.44,Improvement,Low,Research,U07
